128	128	128
16	16	16
16	16	48
16	16	80
16	16	112
16	48	16
16	48	48
16	48	80
16	48	112
16	80	16
16	80	48
16	80	80
16	80	112
16	112	16
16	112	48
16	112	80
16	112	112
48	16	16
48	16	48
48	16	80
48	16	112
48	48	16
48	48	48
48	48	80
48	48	112
48	80	16
48	80	48
48	80	80
48	80	112
48	112	16
48	112	48
48	112	80
48	112	112
80	16	16
80	16	48
80	16	80
80	16	112
80	48	16
80	48	48
80	48	80
80	48	112
80	80	16
80	80	48
80	80	80
80	80	112
80	112	16
80	112	48
80	112	80
80	112	112
112	16	16
112	16	48
112	16	80
112	16	112
112	48	16
112	48	48
112	48	80
112	48	112
112	80	16
112	80	48
112	80	80
112	80	112
112	112	16
112	112	48
112	112	80
112	112	112
