109.306	27.1528	-79.0972
86.3684	15.6842	1.02632
91.2553	18.1277	74.3298
115.444	-25.0211	-644.81
111.172	11.2848	89.8505
89.5307	11.257	132.578
90.5141	11.9512	144.495
16.8171	70.8171	124.476
13.3095	73.0619	156.605
9.92308	63.9231	-27.1923
7.01961	71.8039	113.833
23.2857	77.2857	1.57143
16.3519	80.0593	75.0704
1.83951	85.8642	-162.932
9.91463	22.3049	-155.89
17.9632	21.1947	1.19474
16.145	36.5458	237.515
23.8929	30.0893	291.75
30.5	47.8158	-80.1842
19.2647	43.6765	84.2059
30.5	40	60.5
41.4873	106.867	168.475
36.2217	106.313	26.5788
9.54974	103.505	-122.223
20.9885	122.973	-219.538
20.8148	114.979	-296.003
20	123.75	-192
-1.17857	113.161	125.679
8.45407	104.491	-153.668
9.98907	63.5601	-32.6038
5.44815	56.5741	-43.7815
9.18421	51.2368	-23.5
51.2814	39.7326	-31.8581
70.0086	29.3286	-96.3629
49.4811	63.9906	68.3302
56.859	54.6453	108.662
72.5	75.5	-334.5
34.75	56.625	-64.25
49.4403	44.7537	29.5299
48.6143	45.0714	23.5571
27.7174	53.1087	-183.804
39.5517	76.0345	-149.828
17.3776	82.4184	75.2755
24.2241	86.9828	31.9138
12.3636	95.4545	-73.1364
46.3974	62.4487	122.295
65.7857	72.1429	-217
45.2321	39.1429	438.089
63.6875	63.75	-84.8125
67.1051	76.4968	-280.726
66.2063	79.5785	-303.839
47.148	77.4609	-51.8464
213.674	-193.37	8464.41
77.4236	70.0478	71.3917
72.1522	80.2391	-87.8043
115.237	57.5658	178.645
119.906	65.2698	202.691
114.727	55.2727	160.045
51.6364	30	-98.7727
59.6255	17.4456	-240.295
48.7	11.3	-86.1
52.1479	13.2394	-155.704
40.8333	9.33333	6.33333
40.0773	10.0206	-8.4433
18.1	30	337.2
33.4894	19.0532	304.223
11.9609	22.0226	-115.953
12.1792	27.4811	-12.8962
6.41463	13.0366	-116.939
9.25	20.125	-143.875
22.5403	44.8833	36.2781
19.2647	43.6765	24.3824
57.9268	57.9204	-481.481
24.3287	61.8731	26.4419
-10.4535	65.9651	-116.779
50.8333	64.6667	80.5
28.4565	61.8696	-87.3261
93.1163	111.337	-536.965
94.8701	93.7992	-91.5
101.765	113.437	-643.45
112.15	94.15	-204.3
94.7642	115.104	-644.783
108.2	81.4216	150.339
29.4807	76.8092	-56.0894
29.0607	83.528	-25.4346
31.3689	74.5164	-54.3361
9.60526	63.6053	-34.1842
22.1632	67.3956	101.808
24.4489	63.0146	45.427
32.8229	76.5521	-87.1979
105	71	-1292
31.325	61.05	-79.325
28.8571	71	2.42857
199.364	72.1818	-844.591
93.8109	39.4241	72.6261
101.205	61.0738	-133.566
134.1	52.85	598.35
110.069	73.8772	-71.518
85.5	65	-4
