64
128	128	2
102	16	0
17	74	0
25	35	0
18	114	1
14	55	1
65	38	1
46	61	0
21	84	0
57	74	1
89	102	1
119	59	0
49	22	1
3	17	1
18	54	0
38	59	1
99	103	1
30	80	1
20	71	0
96	28	0
99	68	1
60	29	1
20	95	1
123	36	0
112	110	1
45	63	0
104	124	1
96	56	1
119	18	0
44	123	0
66	46	0
4	48	1
37	67	1
93	77	0
7	90	1
126	67	0
36	35	0
58	6	1
83	110	1
47	121	0
21	6	0
81	1	0
10	3	0
113	30	0
37	85	0
33	53	1
11	0	1
117	120	1
54	2	1
37	75	1
29	0	1
36	25	0
126	124	0
122	38	1
5	8	1
86	89	1
0	36	0
0	94	1
78	53	0
105	27	1
56	83	1
9	42	0
80	30	1
26	91	0
28	33	0
