4615
-18	87	-1
-18	87	1
-17	85	-1
-17	85	1
-17	86	-1
-17	86	1
-17	88	-1
-17	88	1
-17	89	-1
-17	89	1
-17	90	-1
-17	90	1
-16	83	-1
-16	83	1
-16	84	-1
-16	84	1
-16	91	-1
-16	91	1
-16	92	-1
-16	92	1
-16	93	-1
-16	93	1
-16	94	-1
-16	94	1
-15	82	-1
-15	82	1
-15	95	-1
-15	95	1
-14	81	-1
-14	81	1
-14	95	1
-14	96	-1
-14	96	1
-13	81	-1
-13	81	1
-13	97	-1
-13	97	1
-12	81	-1
-12	81	1
-12	98	-1
-12	98	1
-11	81	-1
-11	81	1
-11	99	-1
-11	99	1
-10	81	-1
-10	81	1
-10	99	-1
-10	100	-1
-10	100	1
-9	81	-1
-9	81	1
-9	100	1
-9	101	-1
-9	101	1
-8	81	-1
-8	81	1
-8	101	-1
-8	102	1
-7	48	-1
-7	48	1
-7	81	-1
-7	81	1
-7	102	-1
-7	102	1
-7	103	-1
-6	7	-1
-6	7	1
-6	8	-1
-6	8	1
-6	48	-1
-6	48	1
-6	49	-1
-6	49	1
-6	81	-1
-6	81	1
-6	103	-1
-6	103	1
-6	104	1
-5	6	-1
-5	6	1
-5	9	-1
-5	9	1
-5	47	-1
-5	47	1
-5	50	-1
-5	50	1
-5	51	1
-5	81	-1
-5	81	1
-5	104	-1
-5	104	1
-5	105	-1
-4	6	-1
-4	6	1
-4	9	-1
-4	9	1
-4	10	-1
-4	10	1
-4	46	-1
-4	46	1
-4	51	-1
-4	51	1
-4	52	-1
-4	81	-1
-4	81	1
-4	105	-1
-4	105	1
-4	106	1
-3	5	-1
-3	5	1
-3	11	-1
-3	11	1
-3	12	-1
-3	12	1
-3	13	-1
-3	13	1
-3	14	-1
-3	14	1
-3	15	-1
-3	15	1
-3	16	-1
-3	16	1
-3	17	-1
-3	17	1
-3	45	-1
-3	45	1
-3	52	-1
-3	52	1
-3	53	1
-3	81	-1
-3	81	1
-3	106	-1
-3	106	1
-2	5	-1
-2	5	1
-2	11	-1
-2	11	1
-2	18	-1
-2	18	1
-2	19	-1
-2	19	1
-2	20	-1
-2	20	1
-2	21	-1
-2	21	1
-2	22	-1
-2	22	1
-2	23	-1
-2	23	1
-2	24	-1
-2	24	1
-2	25	-1
-2	25	1
-2	26	-1
-2	26	1
-2	27	-1
-2	27	1
-2	28	-1
-2	28	1
-2	29	-1
-2	29	1
-2	30	-1
-2	30	1
-2	31	-1
-2	31	1
